"","row","date","state","season","ah","o3","temp","fluP"
"1","1",2010-10-03,"ak",-0.571784860710676,0.0637463757198932,-0.455528440908288,0.31700169193884,-0.564589978888165
"2","2",2010-10-10,"ak",-0.571784860710676,-0.279165054535581,-1.36149932967812,-0.000629270176772224,-0.564589978888165
"3","3",2010-10-17,"ak",-0.571784860710676,-0.183148947879733,-0.949449905003448,0.0979407557593025,-0.564589978888165
"4","4",2010-10-24,"ak",-0.571784860710676,-0.253311672186298,-0.272461763955897,-0.0270192290818518,-0.564589978888165
"5","5",2010-10-31,"ak",-0.571784860710676,-0.459707887485428,-0.535308858883731,-0.269631079563996,-0.564589978888165
"6","6",2010-11-07,"ak",-0.571784860710676,-0.579835851086391,0.838886430513512,-0.471362950449344,-0.471251248586039
"7","7",2010-11-14,"ak",-0.571784860710676,-0.812712012599627,1.24884423374313,-0.652039635202354,-0.564589978888165
"8","8",2010-11-21,"ak",-0.571784860710676,-0.378147063641032,1.25930234096838,-0.256881601182239,-0.564589978888165
"9","9",2010-11-28,"ak",-0.571784860710676,-1.01412275115586,1.05850668224366,-1.12584209180737,-0.564589978888165
"10","10",2010-12-05,"ak",-0.571784860710676,-1.02840183893968,0.223949725669083,-1.26032921051624,-0.469457124106
"11","11",2010-12-12,"ak",-0.571784860710676,-1.20158969799764,0.765679679936794,-1.53555127257369,-0.486944781235074
"12","12",2010-12-19,"ak",-0.571784860710676,-1.24852429984553,0.732213736816008,-1.51834056887784,-0.376558771746935
"13","13",2010-12-26,"ak",-0.571784860710676,-1.1238258691794,1.03340722490308,-1.54429587812173,-0.282144833403366
"14","14",2011-01-02,"ak",-0.571784860710676,-0.587550317826178,1.40780746356686,-0.520736960647219,-0.288025179628586
"15","15",2011-01-09,"ak",-0.571784860710676,-1.16949872267436,1.37015827755598,-1.15251193063066,0.704451921645772
"16","16",2011-01-16,"ak",-0.571784860710676,-1.1469871114495,1.17772910461146,-1.78241738706704,1.00501905112138
"17","17",2011-01-23,"ak",-0.571784860710676,-0.849281411805938,1.62324447240692,-1.10214663214431,0.741058910325515
"18","18",2011-01-30,"ak",-0.571784860710676,-0.78150378450167,1.37852476333617,-0.733611888236159,3.10264944399931
"19","19",2011-02-06,"ak",-0.571784860710676,-0.89483578835171,1.4308152994624,-1.07855103642713,1.05953082928823
"20","20",2011-02-13,"ak",-0.571784860710676,-1.22510102412053,1.69645122298363,-1.47359533884693,3.86826573757677
"21","21",2011-02-20,"ak",-0.571784860710676,-1.02475039272998,1.72991716610442,-0.972511064202172,2.30013232838348
"22","22",2011-02-27,"ak",-0.571784860710676,-1.38922904660092,2.13778334788899,-1.40329154179464,4.95002998170316
"23","23",2011-03-06,"ak",-0.571784860710676,-1.2315429739228,2.04156876141673,-1.06490140940895,3.06737112710739
"24","24",2011-03-13,"ak",-0.571784860710676,-1.12419604224335,2.06039335442217,-1.02454233027724,1.67284057272816
"25","25",2011-03-20,"ak",-0.571784860710676,-0.680382577107423,2.40760251430032,-0.387526392751178,1.94917972202367
"26","26",2011-03-27,"ak",-0.571784860710676,-0.856352362606529,1.16727099738622,-0.707755211928354,0.472609367303585
"27","27",2011-04-03,"ak",-0.571784860710676,-0.661662607527728,1.53957961460495,-0.473451122077441,0.270577023177613
"28","28",2011-04-10,"ak",-0.571784860710676,-0.873068795206438,0.951136781397813,-0.642649661801072,-0.198315472064448
"29","29",2011-04-17,"ak",-0.571784860710676,-0.582198150069485,1.26627441245187,-0.161997765662363,-0.243839259198235
"30","30",2011-04-24,"ak",-0.571784860710676,-0.201940890983535,1.56607348624224,0.166922803903528,-0.564589978888165
"31","31",2011-05-01,"ak",-0.571784860710676,-0.211616293889535,1.58380246801456,0.138457816541021,-0.334914791394162
"32","32",2011-05-08,"ak",-0.571784860710676,-0.290236988546715,1.63841702796862,0.326894722538387,-0.564589978888165
"33","33",2011-05-15,"ak",-0.571784860710676,0.186748079018369,1.93489606771923,0.721043897515497,-0.564589978888165
"34","34",2011-05-22,"ak",-0.571784860710676,0.537168779903867,2.06012775169899,1.02804222698956,-0.564589978888165
"35","35",2011-05-29,"ak",-0.571784860710676,0.730657814291862,1.0884865896227,1.00776167912014,-0.564589978888165
"36","36",2011-06-05,"ak",1.74215699747784,0.713573575653961,1.03632885485807,0.95966911552252,-0.564589978888165
"37","37",2011-06-12,"ak",1.74215699747784,0.833168048778545,0.297156476245801,1.03396164416097,-0.564589978888165
"38","38",2011-06-19,"ak",1.74215699747784,1.23478298820175,0.00595629061841292,1.20126815689858,-0.564589978888165
"39","39",2011-06-26,"ak",1.74215699747784,1.28208127572878,-0.221217038552195,1.15884614744609,-0.564589978888165
"40","40",2011-07-03,"ak",1.74215699747784,1.20675012964035,-0.354383603886986,1.18134005657169,-0.564589978888165
"41","41",2011-07-10,"ak",1.74215699747784,1.4049577182997,-0.562616138860761,1.21802486332297,-0.564589978888165
"42","42",2011-07-17,"ak",1.74215699747784,1.46822180892473,-0.567679190771395,1.30215365045014,-0.564589978888165
"43","43",2011-07-24,"ak",1.74215699747784,1.70934077333209,-1.0028360523628,1.27105206127917,-0.564589978888165
"44","44",2011-08-14,"ak",1.74215699747784,1.5394197014735,-1.33928830195212,1.22295535915962,-0.564589978888165
"45","45",2011-08-21,"ak",1.74215699747784,1.27133941924452,-0.874674438342944,1.06314186572995,-0.564589978888165
"46","46",2011-08-28,"ak",1.74215699747784,1.33019915088192,-1.03998723326772,1.06207372327562,-0.564589978888165
"47","47",2011-09-04,"ak",-0.571784860710676,1.02251643353356,-0.868997180134953,0.954832512657357,-0.564589978888165
"48","48",2011-09-11,"ak",-0.571784860710676,1.03077391163886,-0.504980347930519,0.978733244033475,-0.404038353859689
"49","49",2011-09-18,"ak",-0.571784860710676,0.749660295428867,-0.518052981962076,0.789613270403052,-0.564589978888165
"50","50",2011-09-25,"ak",-0.571784860710676,0.213851341415907,-1.37743549306897,0.437826041113814,-0.51750653363674
"51","51",2011-10-02,"ak",-0.571784860710676,0.180439994054642,-1.33234113072392,0.364217544663354,-0.564589978888165
"52","52",2011-10-09,"ak",-0.571784860710676,0.0416753986932109,-1.50689192036433,0.257328452267052,-0.474923942291656
"53","53",2011-10-16,"ak",-0.571784860710676,-0.0866849589754903,-1.80649179211231,0.0702382375878562,-0.52727782244298
"54","54",2011-10-23,"ak",-0.571784860710676,-0.228685895301962,-1.02474827702521,-0.0565296663182711,-0.516600575673466
"55","55",2011-10-30,"ak",-0.571784860710676,-0.675054798391993,-1.00121753576841,-0.488925553714151,-0.537315803640887
"56","56",2011-11-06,"ak",-0.571784860710676,-0.688346063195532,-0.405488887861019,-0.593722935619505,-0.509468884416255
"57","57",2011-11-13,"ak",-0.571784860710676,-1.10402031007723,-0.887537910229996,-1.31396471513207,-0.564589978888165
"58","58",2011-11-20,"ak",-0.571784860710676,-1.26511477464858,-1.00906111618735,-1.69623181447833,-0.530083084017402
"59","59",2011-11-27,"ak",-0.571784860710676,-0.922936466888945,-0.588296602158307,-1.20466238459251,-0.520542845234254
"60","60",2011-12-04,"ak",-0.571784860710676,-0.523577720217172,0.176539639581304,-0.447605561826462,-0.564589978888165
"61","61",2011-12-11,"ak",-0.571784860710676,-0.682910456527878,-0.22156564212637,-0.654827635289912,-0.564589978888165
"62","62",2011-12-18,"ak",-0.571784860710676,-0.804202578076224,0.00223785249388124,-0.864573704130197,-0.564589978888165
"63","63",2011-12-25,"ak",-0.571784860710676,-1.35413394952471,-1.08331367748659,-2.03494220099876,-0.544297182434365
"64","64",2012-01-01,"ak",-0.571784860710676,-1.26661972917609,-0.110709705538769,-2.28289461778475,-0.548419355148452
"65","65",2012-01-08,"ak",-0.571784860710676,-1.19956414091099,0.291927422633178,-1.95135474962664,-0.540788845565883
"66","66",2012-01-15,"ak",-0.571784860710676,-1.46290373051672,-0.747608435556212,-2.0219533481141,-0.564589978888165
"67","67",2012-01-22,"ak",-0.571784860710676,-1.3933202512542,-0.643027363303759,-2.35999827018508,-0.529465674412916
"68","68",2012-01-29,"ak",-0.571784860710676,-1.09546496678662,-0.801990593127488,-2.06475093904945,-0.487517566746943
"69","69",2012-02-05,"ak",-0.571784860710676,-0.601813893565947,-0.888328078331459,-0.393997730162376,-0.564589978888165
"70","70",2012-02-12,"ak",-0.571784860710676,-0.62203935258899,-0.768176046432528,-0.490806261049499,-0.531775308583057
"71","71",2012-02-19,"ak",-0.571784860710676,-0.950845505792144,-0.191585734747333,-1.00551559813379,-0.520276725070776
"72","72",2012-02-26,"ak",-0.571784860710676,-1.18542522867162,0.113790996229832,-1.5750516205873,-0.353891693999073
"73","73",2012-03-04,"ak",-0.571784860710676,-1.16769533751479,0.695958965101825,-1.50774707071886,-0.439121778793926
"74","74",2012-03-11,"ak",-0.571784860710676,-1.27320140366254,0.140749672632687,-1.56008982785024,-0.0120954384210993
"75","75",2012-03-18,"ak",-0.571784860710676,-1.2745251987108,0.11727703197158,-1.49914772076167,0.12808253879424
"76","76",2012-03-25,"ak",-0.571784860710676,-0.82078716757147,1.02922398201298,-0.703916222104578,-0.0361180140104124
"77","77",2012-04-01,"ak",-0.571784860710676,-0.847780135832454,1.05595025603305,-0.731152109188006,0.831025360086905
"78","78",2012-04-08,"ak",-0.571784860710676,-0.505008083346575,1.83844907886419,-0.145161874587833,1.38235704642185
"79","79",2012-04-15,"ak",-0.571784860710676,-0.310620683013469,1.40571584212181,0.0256253403066562,1.16623317888719
