"","row","date","state","season","ah","o3","temp","fluP"
"1","1",2010-10-03,"ak",0,5.54466776612732,25.3418367346939,3.56438793076872,0
"2","2",2010-10-10,"ak",0,4.6065711612028,17.6071428571429,0.729843268590004,0
"3","3",2010-10-17,"ak",0,4.86924068961372,21.125,1.60948402844206,0
"4","4",2010-10-24,"ak",0,4.67729779224455,26.9047619047619,0.494338780452976,0
"5","5",2010-10-31,"ak",0,4.11266339467683,24.6607142857143,-1.67073392274009,0
"6","6",2010-11-07,"ak",0,3.78403149481102,36.3928571428571,-3.47099292142441,0.000423068358940102
"7","7",2010-11-14,"ak",0,3.14695638675567,39.8928571428571,-5.08335504423403,0
"8","8",2010-11-21,"ak",0,4.33578786704065,39.9821428571429,-1.55695733858134,0
"9","9",2010-11-28,"ak",0,2.59596066784895,38.2678571428571,-9.31157705178527,0
"10","10",2010-12-05,"ak",0,2.55689762535592,31.1428571428571,-10.511742621064,0.000431200431200431
"11","11",2010-12-12,"ak",0,2.08311072803557,35.7678571428571,-12.9678294638662,0.000351935646053293
"12","12",2010-12-19,"ak",0,1.95471258565175,35.4821428571429,-12.814240821347,0.000852272727272727
"13","13",2010-12-26,"ak",0,2.2958478297005,38.0535714285714,-13.045866487757,0.00128021458835005
"14","14",2011-01-02,"ak",0,3.76292716751576,41.25,-3.9116075142984,0.00125356125356125
"15","15",2011-01-09,"ak",0,2.1709014294918,40.9285714285714,-9.54957919356074,0.00575207604118107
"16","16",2011-01-16,"ak",0,2.23248603763883,39.2857142857143,-15.1708672988718,0.00711443057297062
"17","17",2011-01-23,"ak",0,3.04691414198707,43.0892857142857,-9.1001183254117,0.00591800136046008
"18","18",2011-01-30,"ak",0,3.23233217257474,41,-5.81130735996169,0.0166221777332888
"19","19",2011-02-06,"ak",0,2.92229185702793,41.4464285714286,-8.88955078676373,0.00736151137701955
"20","20",2011-02-13,"ak",0,2.01879121790225,43.7142857142857,-12.4149335494825,0.0200924202344796
"21","21",2011-02-20,"ak",0,2.56688682078703,44,-7.94324808615222,0.0129846780798658
"22","22",2011-02-27,"ak",0,1.56978915183777,47.4821428571429,-11.7875411462415,0.0249956391023734
"23","23",2011-03-06,"ak",0,2.00116809220445,46.6607142857143,-8.76774125929385,0.0164622747692639
"24","24",2011-03-13,"ak",0,2.29483515393678,46.8214285714286,-8.40757608030354,0.0101414072020348
"25","25",2011-03-20,"ak",0,3.50896763285012,49.7857142857143,-2.72283390841145,0.0113939456715954
"26","26",2011-03-27,"ak",0,3.0275702696213,39.1964285714286,-5.58056189572292,0.00470122342426053
"27","27",2011-04-03,"ak",0,3.56017951544592,42.375,-3.48962780419123,0.00378548895899054
"28","28",2011-04-10,"ak",0,2.98183942694644,37.3511904761905,-4.99955874551893,0.00166018065621764
"29","29",2011-04-17,"ak",0,3.7775689961588,40.0416666666667,-0.710212211127378,0.00145383893876457
"30","30",2011-04-24,"ak",0,4.81783191034825,42.6011904761905,2.22508111964188,0
"31","31",2011-05-01,"ak",0,4.79136308540814,42.7525510204082,1.97105903863955,0.00104102878138396
"32","32",2011-05-08,"ak",0,4.57628187134724,43.218820861678,3.65267352135453,0
"33","33",2011-05-15,"ak",0,5.88116130376842,45.75,7.17006814998919,0
"34","34",2011-05-22,"ak",0,6.83980088469766,46.8191609977324,9.9097269990901,0
"35","35",2011-05-29,"ak",0,7.36912534061992,38.5238095238095,9.72874300959985,0
"36","36",2011-06-05,"ak",1,7.32238829761148,38.078514739229,9.2995640702164,0
